[2025-07-10 14:04:28] [INFO    ] discord.client: logging in using static token
[2025-07-10 14:04:52] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-10 14:04:52] [DEBUG   ] discord.client: Dispatching event typing
[2025-07-10 14:04:52] [DEBUG   ] discord.client: Dispatching event raw_typing
[2025-07-10 14:04:53] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 12, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-07-10T19:04:54.675000+00:00', 'pinned': False, 'nonce': '1392944686368292864', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1392933600206262313'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-07-10T15:34:58.425000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1392944693850931362', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '!work end', 'components': [], 'channel_type': 0, 'channel_id': '1392891861718269994', 'author': {'username': 'jaydenpoopy', 'public_flags': 64, 'primary_guild': None, 'id': '876561372354318396', 'global_name': 'Jayden', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': 'b00837b7231b2b6bad16216f95d385d9'}, 'attachments': [], 'guild_id': '1392891861256900628'}}
[2025-07-10 14:04:53] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-10 14:04:53] [DEBUG   ] discord.client: Dispatching event message
[2025-07-10 14:04:53] [DEBUG   ] discord.client: Dispatching event command
[2025-07-10 14:04:53] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 13, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-07-10T19:04:54.861000+00:00', 'pinned': False, 'nonce': '8577514888404708789', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1392893109003878464'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-07-10T15:39:56.068867+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1392944694631207033', 'flags': 0, 'embeds': [{'type': 'rich', 'title': 'work session end', 'id': '1392944694631207034', 'description': 'nice work <@876561372354318396>! you worked:\n\n0 hours, 0 minutes and 4 seconds\n\nin total today, you have worked:\n\n0 hours, 0 minutes, and 4 seconds', 'content_scan_version': 0, 'color': 8450815}], 'edited_timestamp': None, 'content': '', 'components': [], 'channel_type': 0, 'channel_id': '1392891861718269994', 'author': {'username': 'bjhuygfrde56f7gyhu', 'public_flags': 0, 'primary_guild': None, 'id': '1392892093902360626', 'global_name': None, 'display_name_styles': None, 'discriminator': '2114', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'guild_id': '1392891861256900628'}}
[2025-07-10 14:04:53] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-10 14:04:53] [DEBUG   ] discord.client: Dispatching event message
[2025-07-10 14:04:53] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1392891861718269994/messages with {"embeds":[{"flags":0,"color":8450815,"type":"rich","description":"nice work <@876561372354318396>! you worked:\n\n0 hours, 0 minutes and 4 seconds\n\nin total today, you have worked:\n\n0 hours, 0 minutes, and 4 seconds","title":"work session end"}],"content":null,"components":[],"nonce":"8577514888404708789","enforce_nonce":true,"tts":false} has returned 200
[2025-07-10 14:04:53] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1392891861718269994/messages has received {'type': 0, 'content': '', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [{'type': 'rich', 'title': 'work session end', 'description': 'nice work <@876561372354318396>! you worked:\n\n0 hours, 0 minutes and 4 seconds\n\nin total today, you have worked:\n\n0 hours, 0 minutes, and 4 seconds', 'color': 8450815, 'content_scan_version': 0}], 'timestamp': '2025-07-10T19:04:54.861000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1392944694631207033', 'channel_id': '1392891861718269994', 'author': {'id': '1392892093902360626', 'username': 'bjhuygfrde56f7gyhu', 'avatar': None, 'discriminator': '2114', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '8577514888404708789'}
[2025-07-10 14:04:53] [DEBUG   ] discord.client: Dispatching event command_completion
[2025-07-10 14:04:55] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 14, 'op': 0, 'd': {'user_id': '876561372354318396', 'timestamp': 1752174297, 'member': {'user': {'username': 'jaydenpoopy', 'public_flags': 64, 'primary_guild': None, 'id': '876561372354318396', 'global_name': 'Jayden', 'display_name': 'Jayden', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': 'b00837b7231b2b6bad16216f95d385d9'}, 'roles': ['1392933600206262313'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-07-10T15:34:58.425000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'channel_id': '1392891861718269994', 'guild_id': '1392891861256900628'}}
[2025-07-10 14:04:55] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-10 14:04:55] [DEBUG   ] discord.client: Dispatching event typing
[2025-07-10 14:04:55] [DEBUG   ] discord.client: Dispatching event raw_typing
[2025-07-10 14:04:55] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 15, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-07-10T19:04:57.422000+00:00', 'pinned': False, 'nonce': '1392944698053623808', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1392933600206262313'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-07-10T15:34:58.425000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1392944705372946613', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '!work start', 'components': [], 'channel_type': 0, 'channel_id': '1392891861718269994', 'author': {'username': 'jaydenpoopy', 'public_flags': 64, 'primary_guild': None, 'id': '876561372354318396', 'global_name': 'Jayden', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': 'b00837b7231b2b6bad16216f95d385d9'}, 'attachments': [], 'guild_id': '1392891861256900628'}}
[2025-07-10 14:04:55] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-10 14:04:55] [DEBUG   ] discord.client: Dispatching event message
[2025-07-10 14:04:55] [DEBUG   ] discord.client: Dispatching event command
[2025-07-10 14:04:56] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 16, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-07-10T19:04:57.634000+00:00', 'pinned': False, 'nonce': '4564571138605855206', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1392893109003878464'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-07-10T15:39:56.068867+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1392944706262138893', 'flags': 0, 'embeds': [{'type': 'rich', 'title': 'started working', 'id': '1392944706262138894', 'description': "<@876561372354318396> started a work session! you guys should join too :3 \nuse `!work end` to end the session\nuse `!checktime` to see how much you've been working", 'content_scan_version': 0, 'color': 14189554}], 'edited_timestamp': None, 'content': '', 'components': [], 'channel_type': 0, 'channel_id': '1392891861718269994', 'author': {'username': 'bjhuygfrde56f7gyhu', 'public_flags': 0, 'primary_guild': None, 'id': '1392892093902360626', 'global_name': None, 'display_name_styles': None, 'discriminator': '2114', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'guild_id': '1392891861256900628'}}
[2025-07-10 14:04:56] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-10 14:04:56] [DEBUG   ] discord.client: Dispatching event message
[2025-07-10 14:04:56] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1392891861718269994/messages with {"embeds":[{"flags":0,"color":14189554,"type":"rich","description":"<@876561372354318396> started a work session! you guys should join too :3 \nuse `!work end` to end the session\nuse `!checktime` to see how much you've been working","title":"started working"}],"content":null,"components":[],"nonce":"4564571138605855206","enforce_nonce":true,"tts":false} has returned 200
[2025-07-10 14:04:56] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1392891861718269994/messages has received {'type': 0, 'content': '', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [{'type': 'rich', 'title': 'started working', 'description': "<@876561372354318396> started a work session! you guys should join too :3 \nuse `!work end` to end the session\nuse `!checktime` to see how much you've been working", 'color': 14189554, 'content_scan_version': 0}], 'timestamp': '2025-07-10T19:04:57.634000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1392944706262138893', 'channel_id': '1392891861718269994', 'author': {'id': '1392892093902360626', 'username': 'bjhuygfrde56f7gyhu', 'avatar': None, 'discriminator': '2114', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '4564571138605855206'}
[2025-07-10 14:04:56] [DEBUG   ] discord.client: Dispatching event command_completion
[2025-07-10 14:04:58] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 17, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-07-10T19:04:59.643000+00:00', 'pinned': False, 'nonce': '1392944706177990656', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1392933600206262313'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-07-10T15:34:58.425000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1392944714688237719', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '!checktime', 'components': [], 'channel_type': 0, 'channel_id': '1392891861718269994', 'author': {'username': 'jaydenpoopy', 'public_flags': 64, 'primary_guild': None, 'id': '876561372354318396', 'global_name': 'Jayden', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': 'b00837b7231b2b6bad16216f95d385d9'}, 'attachments': [], 'guild_id': '1392891861256900628'}}
[2025-07-10 14:04:58] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-10 14:04:58] [DEBUG   ] discord.client: Dispatching event message
[2025-07-10 14:04:58] [DEBUG   ] discord.client: Dispatching event command
[2025-07-10 14:04:58] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 18, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-07-10T19:04:59.805000+00:00', 'pinned': False, 'nonce': '7299140341949471745', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1392893109003878464'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-07-10T15:39:56.068867+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1392944715367973044', 'flags': 0, 'embeds': [{'type': 'rich', 'title': 'how long you worked', 'id': '1392944715367973045', 'description': 'hey <@876561372354318396>! \n\nyou have worked for 0 hours, 0 minutes and 2 seconds\n\nnow get back to work :3', 'content_scan_version': 0, 'color': 14189554}], 'edited_timestamp': None, 'content': '', 'components': [], 'channel_type': 0, 'channel_id': '1392891861718269994', 'author': {'username': 'bjhuygfrde56f7gyhu', 'public_flags': 0, 'primary_guild': None, 'id': '1392892093902360626', 'global_name': None, 'display_name_styles': None, 'discriminator': '2114', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'guild_id': '1392891861256900628'}}
[2025-07-10 14:04:58] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-10 14:04:58] [DEBUG   ] discord.client: Dispatching event message
[2025-07-10 14:04:58] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1392891861718269994/messages with {"embeds":[{"flags":0,"color":14189554,"type":"rich","description":"hey <@876561372354318396>! \n\nyou have worked for 0 hours, 0 minutes and 2 seconds\n\nnow get back to work :3","title":"how long you worked"}],"content":null,"components":[],"nonce":"7299140341949471745","enforce_nonce":true,"tts":false} has returned 200
[2025-07-10 14:04:58] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1392891861718269994/messages has received {'type': 0, 'content': '', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [{'type': 'rich', 'title': 'how long you worked', 'description': 'hey <@876561372354318396>! \n\nyou have worked for 0 hours, 0 minutes and 2 seconds\n\nnow get back to work :3', 'color': 14189554, 'content_scan_version': 0}], 'timestamp': '2025-07-10T19:04:59.805000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1392944715367973044', 'channel_id': '1392891861718269994', 'author': {'id': '1392892093902360626', 'username': 'bjhuygfrde56f7gyhu', 'avatar': None, 'discriminator': '2114', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '7299140341949471745'}
[2025-07-10 14:04:58] [DEBUG   ] discord.client: Dispatching event command_completion
[2025-07-10 14:05:09] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 19, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-07-10T19:05:10.867000+00:00', 'pinned': False, 'nonce': '1392944753527488512', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1392933600206262313'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-07-10T15:34:58.425000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1392944761765105664', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '!work end', 'components': [], 'channel_type': 0, 'channel_id': '1392891861718269994', 'author': {'username': 'jaydenpoopy', 'public_flags': 64, 'primary_guild': None, 'id': '876561372354318396', 'global_name': 'Jayden', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': 'b00837b7231b2b6bad16216f95d385d9'}, 'attachments': [], 'guild_id': '1392891861256900628'}}
[2025-07-10 14:05:09] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-10 14:05:09] [DEBUG   ] discord.client: Dispatching event message
[2025-07-10 14:05:09] [DEBUG   ] discord.client: Dispatching event command
[2025-07-10 14:05:10] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 19.
[2025-07-10 14:05:10] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-07-10 14:05:11] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 20, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-07-10T19:05:11.201000+00:00', 'pinned': False, 'nonce': '16391467602934644816', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1392893109003878464'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-07-10T15:39:56.068867+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1392944763166003423', 'flags': 0, 'embeds': [{'type': 'rich', 'title': 'work session end', 'id': '1392944763166003424', 'description': 'nice work <@876561372354318396>! you worked:\n\n0 hours, 0 minutes and 13 seconds\n\nin total today, you have worked:\n\n0 hours, 0 minutes, and 17 seconds', 'content_scan_version': 0, 'color': 8450815}], 'edited_timestamp': None, 'content': '', 'components': [], 'channel_type': 0, 'channel_id': '1392891861718269994', 'author': {'username': 'bjhuygfrde56f7gyhu', 'public_flags': 0, 'primary_guild': None, 'id': '1392892093902360626', 'global_name': None, 'display_name_styles': None, 'discriminator': '2114', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'guild_id': '1392891861256900628'}}
[2025-07-10 14:05:11] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-10 14:05:11] [DEBUG   ] discord.client: Dispatching event message
[2025-07-10 14:05:11] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1392891861718269994/messages with {"embeds":[{"flags":0,"color":8450815,"type":"rich","description":"nice work <@876561372354318396>! you worked:\n\n0 hours, 0 minutes and 13 seconds\n\nin total today, you have worked:\n\n0 hours, 0 minutes, and 17 seconds","title":"work session end"}],"content":null,"components":[],"nonce":"16391467602934644816","enforce_nonce":true,"tts":false} has returned 200
[2025-07-10 14:05:11] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1392891861718269994/messages has received {'type': 0, 'content': '', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [{'type': 'rich', 'title': 'work session end', 'description': 'nice work <@876561372354318396>! you worked:\n\n0 hours, 0 minutes and 13 seconds\n\nin total today, you have worked:\n\n0 hours, 0 minutes, and 17 seconds', 'color': 8450815, 'content_scan_version': 0}], 'timestamp': '2025-07-10T19:05:11.201000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1392944763166003423', 'channel_id': '1392891861718269994', 'author': {'id': '1392892093902360626', 'username': 'bjhuygfrde56f7gyhu', 'avatar': None, 'discriminator': '2114', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '16391467602934644816'}
[2025-07-10 14:05:11] [DEBUG   ] discord.client: Dispatching event command_completion
[2025-07-10 14:05:22] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 21, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-07-10T19:05:24.458000+00:00', 'pinned': False, 'nonce': '1392944811232722944', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1392933600206262313'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-07-10T15:34:58.425000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1392944818770022510', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '!work sdaifusoidfuads', 'components': [], 'channel_type': 0, 'channel_id': '1392891861718269994', 'author': {'username': 'jaydenpoopy', 'public_flags': 64, 'primary_guild': None, 'id': '876561372354318396', 'global_name': 'Jayden', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': 'b00837b7231b2b6bad16216f95d385d9'}, 'attachments': [], 'guild_id': '1392891861256900628'}}
[2025-07-10 14:05:22] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-10 14:05:22] [DEBUG   ] discord.client: Dispatching event message
[2025-07-10 14:05:22] [DEBUG   ] discord.client: Dispatching event command
[2025-07-10 14:05:22] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 22, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-07-10T19:05:24.587000+00:00', 'pinned': False, 'nonce': '17059376052491890953', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1392893109003878464'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-07-10T15:39:56.068867+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1392944819311083692', 'flags': 0, 'embeds': [{'type': 'rich', 'title': 'i dont understand', 'id': '1392944819311083693', 'description': 'not valid syntax bud\n use `!work help` to use', 'content_scan_version': 0, 'color': 16711680}], 'edited_timestamp': None, 'content': '', 'components': [], 'channel_type': 0, 'channel_id': '1392891861718269994', 'author': {'username': 'bjhuygfrde56f7gyhu', 'public_flags': 0, 'primary_guild': None, 'id': '1392892093902360626', 'global_name': None, 'display_name_styles': None, 'discriminator': '2114', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'guild_id': '1392891861256900628'}}
[2025-07-10 14:05:22] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-10 14:05:22] [DEBUG   ] discord.client: Dispatching event message
[2025-07-10 14:05:22] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1392891861718269994/messages with {"embeds":[{"flags":0,"color":16711680,"type":"rich","description":"not valid syntax bud\n use `!work help` to use","title":"i dont understand"}],"content":null,"components":[],"nonce":"17059376052491890953","enforce_nonce":true,"tts":false} has returned 200
[2025-07-10 14:05:22] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1392891861718269994/messages has received {'type': 0, 'content': '', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [{'type': 'rich', 'title': 'i dont understand', 'description': 'not valid syntax bud\n use `!work help` to use', 'color': 16711680, 'content_scan_version': 0}], 'timestamp': '2025-07-10T19:05:24.587000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1392944819311083692', 'channel_id': '1392891861718269994', 'author': {'id': '1392892093902360626', 'username': 'bjhuygfrde56f7gyhu', 'avatar': None, 'discriminator': '2114', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '17059376052491890953'}
[2025-07-10 14:05:22] [DEBUG   ] discord.client: Dispatching event command_completion
[2025-07-10 14:05:24] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 23, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-07-10T19:05:26.205000+00:00', 'pinned': False, 'nonce': '1392944818283347968', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1392933600206262313'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-07-10T15:34:58.425000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1392944826097467422', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '!work', 'components': [], 'channel_type': 0, 'channel_id': '1392891861718269994', 'author': {'username': 'jaydenpoopy', 'public_flags': 64, 'primary_guild': None, 'id': '876561372354318396', 'global_name': 'Jayden', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': 'b00837b7231b2b6bad16216f95d385d9'}, 'attachments': [], 'guild_id': '1392891861256900628'}}
[2025-07-10 14:05:24] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-10 14:05:24] [DEBUG   ] discord.client: Dispatching event message
[2025-07-10 14:05:24] [DEBUG   ] discord.client: Dispatching event command
[2025-07-10 14:05:24] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 24, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-07-10T19:05:26.350000+00:00', 'pinned': False, 'nonce': '13125248134639752238', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1392893109003878464'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-07-10T15:39:56.068867+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1392944826705641685', 'flags': 0, 'embeds': [{'type': 'rich', 'title': 'i dont understand', 'id': '1392944826705641686', 'description': 'you have to put a word after the command, use `!work help` for more info', 'content_scan_version': 0, 'color': 16711680}], 'edited_timestamp': None, 'content': '', 'components': [], 'channel_type': 0, 'channel_id': '1392891861718269994', 'author': {'username': 'bjhuygfrde56f7gyhu', 'public_flags': 0, 'primary_guild': None, 'id': '1392892093902360626', 'global_name': None, 'display_name_styles': None, 'discriminator': '2114', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'guild_id': '1392891861256900628'}}
[2025-07-10 14:05:24] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-10 14:05:24] [DEBUG   ] discord.client: Dispatching event message
[2025-07-10 14:05:24] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1392891861718269994/messages with {"embeds":[{"flags":0,"color":16711680,"type":"rich","description":"\nyou have to put a word after the command, use `!work help` for more info","title":"i dont understand"}],"content":null,"components":[],"nonce":"13125248134639752238","enforce_nonce":true,"tts":false} has returned 200
[2025-07-10 14:05:24] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1392891861718269994/messages has received {'type': 0, 'content': '', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [{'type': 'rich', 'title': 'i dont understand', 'description': 'you have to put a word after the command, use `!work help` for more info', 'color': 16711680, 'content_scan_version': 0}], 'timestamp': '2025-07-10T19:05:26.350000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1392944826705641685', 'channel_id': '1392891861718269994', 'author': {'id': '1392892093902360626', 'username': 'bjhuygfrde56f7gyhu', 'avatar': None, 'discriminator': '2114', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '13125248134639752238'}
[2025-07-10 14:05:24] [DEBUG   ] discord.client: Dispatching event command_error
